135.239,63.6043, 55.0729,44.2708, 215.531,40.1329, 12.9741,234.457, 246.784,238.578, 103.647,198, 213.689,206.066
137.583,48.7379, 85,27.5, 200,31, 24.0673,220.375, 232.771,170.635, 90.4356,192.663, 184.245,139.819
135.324,44.6622, 65.8485,31.303, 206.295,30.7869, 24.4483,218.034, 246.5,215, 112.588,176.282, 189,185.933
138.693,57.28, 80.2308,36.6374, 199.089,38, 36.4945,205.814, 231.535,204.613, 114.677,168.496, 174.829,180.643
125.5,66, 57.1724,49.5517, 186.833,43.1444, 21.1571,236.514, 227.934,238.292, 100.023,202.448, 181.191,199.764
130.455,60.5393, 57.1319,42.3187, 202.299,37.8276, 18.0455,242.156, 235.924,249.364, 97.8871,209, 186.6,220.7
133.435,63.3796, 67.7617,41.3598, 201.97,35.3333, 38.1449,232.609, 239.575,228.962, 111.469,199.444, 190.533,203.447
143.435,51.9355, 87.5238,23.6857, 198.56,19.6333, 46,244.5, 242.122,248.439, 122.357,203.246, 200.43,205.553
138.465,56.9554, 72.1338,37.0282, 213.212,36, 15.5281,237.258, 241.294,249.868, 106.963,193.995, 192.638,213.371
140.57,58.593, 66.4156,47.3182, 213.129,47.5806, 20.5934,242.571, 236.924,246.565, 109.407,194.947, 182.274,210.059
130.333,64.6905, 51.5526,44.2105, 203.566,35.6974, 40.1888,224.399, 241.006,219.15, 117.586,186.046, 188.603,191.521
136.373,67.7091, 75.7053,49.9158, 195.777,39.0638, 66,251, 238.5,252, 126.413,213.307, 203.471,227.647
138.25,71.6694, 73.4545,37.9221, 197.013,40.4338, 50.9527,169.547, 249.222,219.972, 113.866,190.813, 208.482,205.379
129.233,55.0581, 73.5567,30.5258, 188.949,27.7458, 46.9,235.117, 207.609,235.703, 108.712,192.462, 168.653,201.541
141.188,72.4135, 78.2202,45.5078, 190.699,50.6144, 41.4362,248.989, 221.797,231.492, 113.66,214.888, 195.188,212.275
135.866,51.8505, 55.9298,31.307, 218.138,29.8165, 4,229.5, 251,214.5, 100.46,201.95, 223.128,208.444
126.233,25.4884, 53.5,8.5, 191.432,15.0795, 20.7525,210.419, 218.551,183.319, 81.4238,170.657, 149.572,156.524
115.511,70.2444, 46.9717,37.4245, 177.49,31.1154, 11.5,249, 234.891,249.732, 98.4758,218.968, 166.899,228.618
135.841,89.2317, 68.9173,76.4361, 202.308,73.1028, 22.0862,197.879, 253.5,188, 107.545,174.01, 228.963,175.711
135.418,54.5275, 76.3942,33.4808, 188.402,39.549, 50.9627,188.075, 213.933,190.813, 105.8,162.525, 182.717,171.233
112.247,60.539, 35.7364,42.093, 182.137,34.6961, 10.0825,241.206, 230.152,228.87, 77.0198,197.946, 187.904,206.979
136.019,60.0185, 61.2073,39.5366, 208.011,37.8333, 35.283,229.189, 232.648,236.049, 102.942,180.804, 180.602,192.068
133.694,48.9097, 76.6989,31.4032, 198.488,30.6125, 39.8061,197.235, 235.019,197.349, 96.2453,165.274, 193.959,171.878
123.946,59.6462, 44.6667,41.7222, 201.527,34.1081, 2.625,251.375, 252.326,241.326, 102.929,221.69, 201.2,223.256
132.349,50.0138, 65.0579,31.3058, 193.495,27.3458, 21.9828,234.897, 234.764,241.6, 103.507,181.937, 184.872,201.744
141.345,63.8727, 82.3023,41.6667, 197.124,35.4767, 50.1471,248.971, 235.859,245.56, 123.3,207.8, 192.613,212.887
131.258,72.3788, 89.8947,39.7316, 172,36, 32.9434,196.547, 212.517,228.967, 111.568,180.395, 199.272,203.246
130.605,67.4815, 72.2771,36.6747, 186.271,30.5938, 22.0566,246.085, 237.84,241.085, 105.577,206.507, 196.613,210.239
127.098,84.3725, 67.9255,62.6702, 189.675,56.5351, 23.8636,241.782, 239.365,240.652, 106.648,201.093, 198.038,207.365
122.007,50.2029, 60.6761,36.4437, 180.262,22.6154, 29.1053,194.596, 231.406,184.625, 86.9907,157.758, 203.722,168
135.385,95.2564, 80.4333,58.3889, 183.934,59.4605, 59.2534,234.527, 217,237, 110.696,203.366, 188.073,213.836
128.533,60.6813, 55.9796,43.7755, 207.284,45.6147, 9.69027,167.566, 241.545,159.192, 86.624,147.928, 200.726,145.58
126.01,47, 57.4478,36.0597, 191.985,24.6923, 34.5273,166.4, 251.5,213, 102.337,179.048, 211.345,198.099
128.478,74.663, 83.297,45.8317, 187.008,55.3726, 41.5429,251.09, 236.446,246.458, 109.262,206.833, 210.357,222.463
118.448,54.7587, 42.5714,30.3878, 197.609,20.1522, 7.16102,244.263, 248.774,234.964, 87.898,196.306, 203.797,208.738
126.201,58.8433, 70.7615,35.7077, 195.847,32.2361, 36.8727,193.309, 222.72,196.847, 95.303,153.727, 179.839,168.098
127.458,46.6732, 71.187,37.0391, 183.595,21.9474, 39.4394,214.045, 222.554,222.462, 94.506,194.271, 190.312,200.812
125.913,64.7851, 50.9176,41.7637, 208.035,48.0261, 1.74359,243.218, 234.795,253.409, 90.5563,203.465, 193.341,222.513
137.764,68.0182, 85.1717,46.7273, 208.952,44.6774, 50.3267,241.569, 231.661,244.274, 104.556,213.244, 195.266,223.107
132.439,40.898, 51.25,17.1333, 202.373,9.03797, 10.5255,193.204, 247.1,181.9, 105.835,157.174, 209.095,169.192
131.354,51.6835, 45.3796,24.75, 214.585,25.5377, 22.0472,248.343, 227.471,247.441, 95.8529,204.314, 175.45,226.245
144.359,50.1831, 65.2889,41.4667, 209.987,41.4342, 7.61628,227.529, 251.556,221.278, 105.719,190.658, 203.682,198.432
137.353,59.0826, 66.0439,33.0526, 206.146,26.8187, 41.1444,222.5, 234.97,246.59, 101.444,198.379, 185.309,215.363
136.437,71.9286, 59.8214,48.5089, 210.896,53.68, 4.5,251.5, 251,250.5, 102.035,215.009, 196.236,236.72
135.182,80.803, 67.0875,55.6875, 199.567,53.4778, 31.5053,212.642, 225.013,220.937, 108.764,193.958, 191.913,197.838
123.857,40.039, 78.8356,20.6164, 168.068,22.5205, 43.7,167.361, 209.5,194.5, 99.5517,162.983, 186.939,176.826
122.635,65.6825, 53.6299,60.3701, 185.353,45.4532, 23.3525,224.582, 224.35,233.94, 82.9426,192.475, 194.979,207
128.388,79.6353, 42.9444,52.5, 220.275,53.9314, 4.0404,231.727, 247.473,234.918, 96.906,195.295, 189.5,203.632
130.974,37.5263, 67.4429,26.3714, 191.025,26.9746, 45.25,251.675, 220.867,254.467, 108.431,208.054, 185.753,218.606
144.161,49.8871, 71.791,18.5522, 219.385,30.123, 4.3,247.925, 230.778,254.056, 86.5,206.983, 181.199,225.335
124.176,64.455, 56.7955,28.75, 189.389,28.3895, 22.8745,241.163, 214.721,158.811, 99.5486,196.417, 187.849,169.604
123.806,50.4677, 57.8889,30.2222, 193.042,24.7103, 24.8391,225.184, 218.382,219.906, 97.2391,175.026, 177.677,181.878
133.487,84.4615, 79.4483,49.4598, 181.802,48.8721, 48.0673,236.423, 215.1,220.322, 106.152,196.371, 185.928,202.313
135.323,76.0968, 52.7845,67.6638, 219.08,61.8523, 16.322,204.322, 250.52,201.813, 91.6719,168.078, 212.964,183.536
130.682,55.8485, 66.9091,43.2525, 200.532,42.2553, 11.0926,247.204, 246,251, 92.98,212.8, 198.333,221.111
132.275,41.1471, 65.8952,16.8, 199.689,17.6333, 17.25,232.471, 231.392,217.245, 98.25,184.18, 205.444,202.863
126.949,95.5641, 67.2769,72.2923, 202.726,76.7345, 6.78261,230.797, 241.787,232.7, 84.1111,210.568, 194.889,213.537
140.321,74.9245, 79.1538,45.6813, 199.223,41.9821, 55.7745,238.99, 233,238.5, 115.546,190.979, 189.164,204.963
131.035,53.0495, 62.1765,31.25, 196.514,31.5135, 15,253, 238.5,253, 91.8022,213.505, 201.118,237.309
140.112,55.6269, 78.9355,44.3763, 204.712,46.774, 36.6974,197.829, 232.083,212.933, 92.2838,183.93, 202.2,188.443
138.986,73.6081, 64.0654,57.6822, 211.462,59.8679, 15.1491,198.044, 239.934,206.651, 101.304,176.391, 207.415,186.48
134.619,55.7938, 72.9851,45.9104, 196,40, 43.2411,247.768, 233.9,251.833, 107.706,216.847, 202.731,226
134.062,61.7329, 75.4101,41.2446, 192.319,44.6704, 43.8293,242.756, 214.403,251.177, 107.827,214.864, 188.61,230.627
138.195,63.9867, 79.8293,39.0122, 198.239,37.0092, 20.5,255, 238.5,256, 103.719,212.052, 180.598,219.706
136.73,65.787, 53.4569,45.2672, 216.87,38.6852, 7.77586,251, 252,248, 106.495,215.075, 198.745,225.858
126.648,39.2685, 91.1944,32.5139, 169.549,28.3525, 42.4735,142.332, 202.885,157.942, 103.872,165.394, 158.095,149.238
120.75,59.4853, 42.2444,48.0111, 196.021,53.2128, 5,192, 229.967,218.957, 84.664,169.976, 182.97,187.466
139.743,56.9823, 56,48, 217,38.9481, 36.2697,228.129, 252,219, 124.221,187.921, 205.48,194.46
134.123,58.5, 74.2075,39.5377, 194.971,36.5, 57.4188,245.821, 207.949,246.98, 114.82,188.664, 181.969,210.677
141.821,48.8211, 95.1573,35.6517, 188.921,36.9775, 55.1301,214.342, 223.246,205.275, 116.556,174.63, 192.261,181.03
139.565,60.0109, 81.7877,39.1233, 197.013,42.7479, 50.2143,239.857, 225.734,232.04, 119.897,195.529, 191.114,204.314
131.457,70.7826, 69.2245,39.5816, 199.316,40.6026, 35.2727,252.545, 240.672,252.59, 98,217, 193.553,220.224
127.405,57.2591, 45.4222,40.2556, 204.289,43.2421, 7.78058,229.129, 223.186,212.045, 97.2848,193.702, 182.397,187.449
126.142,72.063, 65.5349,51.4535, 184.473,40.8108, 36.5,252.5, 221.5,254.5, 106.517,233.121, 173.729,238.009
117.644,92.8, 41.4407,68.9661, 185.579,66.8596, 39.0508,237.534, 220.677,226.044, 108.798,204.077, 178.542,214.812
122.571,58.5796, 45.4627,37.3582, 194.724,27.3269, 30.5,248.5, 233.214,238.833, 94.8008,202.183, 183.861,212.277
124.704,53.9537, 69.2,38.9125, 187.866,41.7483, 37,251, 211.868,253.658, 108.321,228.094, 178.793,234.622
141.829,70.5685, 65.4054,41.4324, 227.614,53.8571, 18.0789,241.342, 230.5,246.5, 107.5,208.61, 191.31,218.369
131.962,63.2115, 72.5063,39.7722, 188.505,35.2475, 38.75,253.75, 223.412,252.529, 112,217.929, 176.6,231.346
143.585,54.561, 82.5,37.5, 204.474,41.8816, 52.5,249.5, 216,253, 117.285,223.038, 186.228,233.099
133.123,47.3113, 69.3796,36.6481, 187.008,34.5798, 39.0263,220.553, 229.045,220.591, 113.314,177.453, 188.319,184.756
137.867,57.8734, 78.6667,45.9697, 187.062,41.7, 42.188,211.236, 214.367,239.5, 110.632,193.038, 175.833,209.941
123.416,38.2135, 61.9821,28.6964, 187.141,30.3497, 30.0476,250.389, 217.466,244.22, 103.812,207.969, 168.786,214.9
131.987,50.8846, 76.8922,41.2549, 199.404,43.3333, 18.5926,210.099, 241.852,205.455, 102.852,182.836, 191.309,182.511
132.439,78.3131, 77.4692,44.5154, 189.87,38.1794, 31.1923,254.308, 233,253, 114.279,229.884, 195.5,236.5
126.537,49.0366, 77.88,20.64, 184.026,24.9342, 42.25,228.037, 219.21,218.49, 110.171,198.957, 177.445,202.548
130.564,85.3085, 79.4625,53.05, 186.712,59.4576, 46.0283,233.302, 194.15,201.408, 109.492,196.048, 177.269,188.194
137.547,37.6406, 76.9381,30.9278, 196.345,20.1091, 55.6648,236.637, 218.537,240.291, 111.947,186.819, 188.132,207.953
136.986,72.6081, 64.5654,55.6822, 209.462,58.8679, 15.1491,199.044, 239.934,207.651, 101.804,174.391, 203.415,183.98
130.167,45.6505, 64.7788,30.9646, 189.78,28.5976, 40.494,208.783, 219.346,218.167, 114.12,169.25, 177.139,182.873
141.427,69.5, 89.3223,42.2397, 190.529,36.7931, 70.7325,171.113, 223.319,213.155, 105.255,153.847, 181.158,186.952
136.297,79.0946, 86.31,44.9, 180.287,47.5732, 51.8681,186.89, 193.919,179.593, 96.5098,176.804, 183.405,164.105
132.96,65.9425, 62.7647,47.5392, 199.929,43.2857, 18.736,244.732, 241.12,249.88, 108.661,187.387, 175.83,197.43
138.472,71.0755, 82.1067,47.3034, 189.593,42.4907, 61.2083,239.903, 217.123,223.057, 117.44,191.987, 188.593,198.481
137.312,65.9688, 78.7651,35.8792, 187.483,30.9397, 36.32,249.46, 234.104,240.87, 103.867,210.833, 194.392,220.985
122.047,50.9766, 53.1067,38.0225, 192.462,26.916, 12.7419,250.323, 246.383,239.642, 94.544,203.637, 193.6,214.044
121.857,65.7802, 71.5529,47.0882, 186.493,45.68, 12.1667,219.407, 239.846,205.181, 97.3333,189.178, 196.761,188.301
112.545,54.3636, 43.1923,39.7846, 182.458,26.525, 7.53763,236.532, 242.864,250.612, 72.9669,205.311, 200.472,216.881
127.299,62.1564, 65.6238,34.4059, 207,27.9146, 22.5,240, 239.5,252, 90.6429,192.086, 182.409,219.016
132.96,59.4545, 65.9158,41.0211, 202.258,36.9731, 39,250, 228.232,247.303, 117.531,214.719, 187.505,216.948
132.892,65.4177, 78.6667,54.7949, 186.125,53.625, 11.2462,208.215, 221.461,165.066, 98.7563,178.408, 197.352,174.407
131.121,70.1061, 81.3772,30.114, 181.72,27.5849, 54.5172,252.379, 212.06,252.747, 112.379,217.561, 168.025,226.191
131.408,78.1447, 62.1538,54.6346, 204.571,50.7, 21.4011,239.637, 236.294,243.257, 112.074,208.981, 179.263,213.75
127.193,58.9211, 79.9223,34.7039, 183.33,41.5114, 52.3346,178.854, 214.372,215.372, 100.033,158.917, 184.127,198.853
131.035,38.0814, 75.925,20.9125, 186.162,20.3, 55.5619,202.894, 219.223,200.073, 119.698,160.425, 181.86,164.96
117.069,70.5, 64.7475,47.7071, 170.372,46.3077, 28.6286,187.314, 202,192.306, 92.172,165.855, 174.346,165.782
127.943,50.0189, 67.5325,34.9416, 188.536,32.4021, 20.5,232.39, 225.311,233.556, 108.857,196.657, 182.402,204.907
138,33,75.25,22.75,195,20.25,48,219,229,217,114,182,187,190
126.25,41.25,77.5,27.5,179.5,26.25,39,183,215,191,97,171,197,173
126.5,35.75,70.5,24,181.75,21.75,34,174,219,173,91,152,197,159
131.25,56.5,68,42,191.75,40,36,236,219,232,102,187,186,202
125.5,43.75,58.25,35.75,191.75,32.5,38,179,221,170,95,162,209,162
127,43.5,72,28,179.75,24.25,31,195,218,216,102,167,172,177
130.25,44,69.5,31.75,185,26.75,40,230,219,227,99,195,192,204
126,52.5,63.5,34.5,193.75,34,34,235,219,241,110,209,184,213
131.75,53.25,60.75,39.5,194.25,34.75,39,205,228,203,104,184,200,184
131.25,47.75,75.25,40.25,184.25,41.25,40,208,217,219,95,169,159,184
128.75,59.5,61,42.75,189.75,40.75,13,221,239,208,93,176,187,176
135,33.25,67,25.5,195,23.75,17,213,241,210,88,176,211,169
127.75,45,70.75,32.75,182.75,32,36,195,228,215,103,173,189,182
123.25,66.5,69,43.25,178.5,38.5,30,232,230,217,99,194,190,196
124.5,40.75,61,32.75,187,28,30,204,228,206,102,168,151,186
130.75,52.25,63.5,41.75,202,42.5,32,229,227,158,98,177,181,134
127,36.25,52.25,28.5,200.25,20.25,24,197,221,199,98,160,204,181
133.5,38.5,55.5,25.75,206.25,25,22,250,226,250,93,200,183,221
132.75,49.5,54.5,37,201.5,37.5,27,208,227,205,106,175,199,182
125.5,34,62.75,26,183.25,19.25,36,218,224,210,101,169,185,182
128.25,45.75,58,31.25,188.5,33,47,218,214,221,107,185,186,197
127.25,58.75,63,47.75,188,44,24,218,229,214,94,190,195,192
125.75,35,60,38.25,189.5,27.5,43,219,215,232,106,177,163,198
122.5,41,63.25,27.75,182.75,25.75,30,197,214,203,94,163,179,177
132.25,43.5,70.5,29.75,191.75,30,26,205,221,195,109,161,207,185
134,50,77.25,32.75,189.25,39.75,11,231,235,236,96,205,194,216
127.75,56.25,55.75,42.75,195,31.75,38,232,230,227,109,196,200,199
